commit,kidcount,distance
6fd681e6,2,1
eae63c1a,2,1
12eba5a2,2,2
44268d7c,2,1
4525a4c0,2,2
5668ce8a,2,1
596acb3a,2,2
8b5c8f9d,6,1
9119898f,3,1
9a88b299,2,1
9b022f66,2,1
9c1d9e82,2,1
9d6e65e3,2,1
ac79d394,2,1
b5afe229,2,3
bd5db67a,2,1
d4bae090,3,1
dfc2ddd5,2,1
e0c3bdfa,2,1
ecedd55c,2,1
fa2d4a88,2,1
35a29b66,2,1
866a43b0,2,2
0b224ddd,2,1
0d019afc,2,1
106851c4,2,1
115efeb0,2,1
174c9f0d,2,1
1b8529ec,2,1
1c4eb133,2,1
207fa5c1,3,1
215f86c3,4,1
228e3f01,2,1
297bff7f,2,1
2d3550c4,2,1
2e4c9c2e,2,1
3156a769,2,1
31c79e29,2,1
33cb47ee,2,1
35378265,2,1
362203e8,2,1
379ad762,2,1
38218929,4,1
3d87c268,2,1
3d8a7c0e,2,1
3dad1b0c,3,1
4236d8f0,2,1
43f52503,3,1
451437c6,2,1
4547e894,3,1
45c6cab2,2,1
475109c5,2,1
489a8f2a,2,1
4d8523c3,2,1
50e0a6b2,2,1
5388464a,2,1
53a8a7f9,2,1
548c1d6e,2,1
574f2556,2,1
591a0bb8,2,1
5ade0ddf,2,1
5f72fc6a,3,1
61483b18,2,1
6162c49e,4,1
618300ec,2,1
68aea29c,2,1
6ac2655e,2,1
6dfab475,2,1
72f4c7af,2,1
75cd7bc3,2,1
7839e27b,2,1
78728af2,2,1
798a14a6,2,1
799a7bc8,2,1
7d897abe,3,1
7fc4979d,2,1
82e28492,2,1
85465ed3,2,1
929c6157,2,1
932655a4,2,1
95cb2e3a,3,1
9688270d,2,1
96f28b6a,2,1
9ca4839a,3,1
9fcfb86c,2,1
a564fecb,2,1
a5921270,2,1
a67f25d5,2,1
a88c5ff9,2,1
a929b4d4,2,1
ad085f82,2,1
ad778bc4,2,1
bbe170c9,2,1
bbf0d35b,3,1
bd449674,2,6
bf219714,2,1
c2d2a7d4,2,1
c2e70ca9,2,1
c6c16423,3,1
c99bea1d,2,2
cc7faddf,2,1
ccecf17b,2,1
cd736dbf,2,1
d1ce45cd,2,1
dbf867cf,2,1
dc2e3ea8,2,1
df0a4ff2,2,1
df1a5e49,2,1
e007afd3,2,1
e274db9e,2,1
e741d4df,2,1
e86c5f09,2,1
e9ce987a,3,1
f42e0fd3,2,1
f50d953f,2,1
f55e178f,2,1
fcbdac7e,2,5
ff47e45d,2,1
870818b7,2,1
ae4da5bd,2,3
1ba3363b,6,1
b58afdf6,2,1
e2300cb2,2,1
bac2cf67,2,1
33262bac,3,1
5fb82fea,4,1
b1c9bec9,2,2
8d392f47,2,1
bac29282,2,1
0c0fc102,2,7
a49eb104,2,2
b1cb2cb5,2,3
bfab9718,2,1
0113e212,2,1
8016360f,2,1
afba13a7,2,1
005eda08,2,1
0d3eca32,3,1
1be88311,3,1
2324f7bc,2,3
233571a0,2,4
44070550,4,1
4a98ee00,3,1
6cdb49b6,2,2
7d3506c9,2,1
ba621e4d,2,1
e593e968,2,1
ebdb95b7,2,1
ed4ff493,3,1
32fc0741,2,2
cfa07269,2,1
e588b101,2,1
eee8edd9,2,1
33724920,2,1
f53a25ed,2,2
4f0f3cf8,2,1
6fecbbca,3,1
eaa315d2,3,4
4f90ae54,2,1
8b90599a,2,11
b9f18398,2,2
e2e1e1eb,2,7
0bc1a104,2,1
faa797cf,2,1
0107bb55,2,21
22629263,2,2
9c1b3aaa,3,1
b54924f0,2,4
b5c7d123,2,1
0e82e613,2,1
e397a525,3,1
02baa1b5,2,1
651de9e1,3,1
739d5c75,2,1
977ad6b0,2,1
ce392c02,2,1
2b9143ca,3,2
1ecd428c,4,1
2f578411,2,1
993d4e81,3,1
1d71fcab,2,1
7dff0485,2,1
7ee49ebf,3,1
c5006e8d,2,2
79a329dd,2,1
bfed137d,2,2
db5f7070,2,1
94612521,2,2
13a0c3c7,2,212
142e5776,2,463
29dde769,2,522
686eb9ef,2,529
98b208e2,2,541
b4d47c56,2,48
e3fc7e97,2,149
e78e2866,2,21
f1b59ed4,2,337
f8a91f14,2,266
82eef30c,3,1
3df97f97,2,1
4542ba5a,3,1
b2ad10ad,2,1
7c9d44ac,2,1
da603796,4,1
fafd49b5,2,1
1df0eb44,3,1
334acf3c,3,1
445ca3ac,2,1
64f8b93d,2,1
6cabaa04,2,1
86436089,3,1
8aaa17e6,3,1
c580cd93,5,1
e4822b8c,3,1
66ba305e,2,1
a5c52cd6,2,1
a96e1c7a,2,1
ba65a6bc,2,1
7f92aa65,2,1
0ccfa601,2,1
718875a0,2,1
13650ea9,2,1
30af5f10,2,1
3452efaf,2,1
38eced2e,2,1
3ef6309b,2,1
6b0629d5,3,1
6cd4e6a9,2,1
c1127165,2,1
d180cc13,2,1
f6aa2496,2,4
ee5e4291,2,1
36f0dc52,2,1
7a03bb17,2,1
c8f51872,3,1
e9bfef29,3,1
9cef6518,2,1
2792210a,3,1
39b2a2bd,2,1
47deb87e,3,1
48ed7cf9,3,1
dff607dc,2,1
e79fe399,2,1
8f5b725d,2,1
f884068b,2,1
f1b928f6,2,1
018297a8,2,1
0b057371,2,2
11f8d1ee,2,1
1c7e2580,2,1
30f2718f,2,1
487e2872,2,1
4fca563f,2,1
5686fd74,2,1
6264d854,3,1
65ec52f6,2,1
6f095f95,3,1
7dfbb474,2,1
8ec74957,2,1
a8978b02,2,2
ce120960,3,1
f0f43e97,3,1
fc9a9727,2,1
96e4cf38,2,1
3c4ff2cf,2,1
5442713c,2,2
9d811836,2,1
6824525a,2,1
89a60f7f,3,1
f1c23476,2,1
bb16cf5a,2,2
ab018caf,2,1
18ed5a7d,2,1
2f394501,2,1
54c62089,2,1
6629dbb5,3,1
9a7109b3,3,1
9c879570,2,1
ae9f7109,5,1
b6308752,6,1
cd99435b,2,1
d5bd7387,2,1
e4d89db1,2,1
144f202a,2,1
7fa2b4d8,2,1
0195208c,7,1
28eb4dc4,3,1
35513b95,5,1
62efbe5f,12,1
a186113f,10,1
c952f57c,2,1
fa4ff06f,6,1
2b421713,3,1
38de0c44,2,1
4a10f2af,2,1
526436b6,2,1
545073d2,3,1
6242e1bf,2,1
b267b693,2,1
cc4ee64f,2,1
f866ef37,4,1
23df6d23,2,1
54f33321,2,1
5a80ee9b,2,1
82e27b29,3,2
f5f26bc5,2,1
21262f42,2,1
6cfab9f6,2,1
13515114,2,1
c25cb6bf,2,1
d3d4fb3c,2,1
d6480148,3,1
5d415235,2,1
9fe70b1f,2,1
e5ab852c,2,2
7eade758,2,2
5acd2461,4,1
88fda29c,2,3
8d208a46,2,1
b74f0a73,2,6
5b2c1f75,2,1
76417955,2,1
22755f6c,2,1
5d33ddf5,2,1
67cf3663,7,1
c5f9fdf8,2,1
d42e7c6c,2,1
8069fc99,4,1
b5290a91,3,1
c6ff6b9b,2,2
87eef1d2,2,1
aa0f60c2,2,1
ff1691ac,2,1
5e516143,4,1
13c1eca2,2,1
b7150215,2,1
1bed4a7f,2,1
28c7f385,2,1
33065e65,2,1
897a6c40,2,1
8bbd4ccb,2,1
925d7cec,2,1
d222cbbb,2,1
d6181052,2,1
e0487737,2,1
f3e80f20,2,1
30b1e546,2,2
0018c519,2,2
24f48385,2,2
281ff574,2,2
313496d5,2,3
3663dfeb,2,1
7a9cc46a,2,1
ae12eb9d,2,1
f84fdbbb,3,1
477dd756,2,1
53bc7078,2,1
154d2c61,2,1
38ed32d1,2,1
06d267c7,2,1
03a943ea,2,2
0b106dab,2,1
55c2ec35,3,1
6b12bc49,3,4
743a1172,3,1
80befdad,3,1
83154028,3,1
89ba2c6e,3,1
999df6fe,2,1
9af20821,2,1
bc106102,2,1
d73c24d3,2,1
e448e959,2,1
ef16f7c4,2,1
29742a30,2,2
0ed97d82,2,1
10848621,2,1
403ad797,2,1
48854fdc,2,1
bc2223fb,2,1
dfcaab36,2,1
efa7c215,2,1
fa11ff89,3,1
4d436c3e,2,1
224befb5,2,1
ca16d5da,2,1
d0cfc5db,2,1
b15b1390,2,1
c424d34b,2,1
0505296a,2,1
3b4dc1dd,2,1
42e3f1ba,2,1
712ad763,2,2
7ca4f2b7,3,1
ac92f4f9,2,2
bce560c2,2,2
d0251232,2,2
d1f928cc,3,1
f2e93f07,2,3
f9b28f01,3,1
fb2d817e,2,1
11765ef8,2,1
29872893,3,3
3d3c9804,2,2
83a22e86,2,1
a92e46c4,2,1
aa693452,2,1
abcf8aa9,2,2
cccb9505,2,1
d46352d2,2,1
05e32892,4,1
0d3a9f05,4,1
139a8a3b,3,1
367464a3,2,1
3a61f87e,2,1
4e3c5bd5,2,1
4ea88407,3,1
50701df4,3,1
6390d18d,5,1
64158632,2,1
652d2f6e,3,1
7825a5b5,4,1
7d724e8c,3,1
7f52aecb,2,1
80213bae,2,1
821d4efe,3,5
97e131d5,3,1
a240df58,7,1
a5369374,10,1
c2cf3bef,3,2
cf2c6bd5,2,1
d22d8450,2,1
decf9a5a,2,1
df3867fb,2,1
eeeb7b9c,2,1
2807ba4e,2,1
4650cbca,2,1
a37c512b,3,1
80b8e14a,3,1
aaf43fe6,2,1
6b310a94,3,1
d0d8fea5,2,1
0983219e,2,1
141844ef,2,1
37b9f423,2,1
78499cb0,2,1
874ccc53,2,1
cefc00db,2,1
ecb9f6e7,2,1
9dda370e,3,3
3e2f5bfe,3,1
4e93030b,2,1
795681a1,2,1
f1e00ac7,3,1
09517553,2,1
0b50232d,4,1
50e6f3e2,3,1
7c8a0c29,2,2
99166d78,2,2
9e6ea263,2,1
d565c58d,2,1
f00a83b6,2,1
fa7acddf,2,1
452be1e0,2,1
b4a230d0,2,1
4b28039d,2,1
9d4ddc78,2,4
b92f86ba,2,2
da70b411,3,2
f8054af7,2,4
35ca8ee4,5,2
4dcc1aef,4,1
6b40b2b7,2,1
998766f3,2,1
f4d1af06,2,1
6e37273d,2,1
c5d39ff4,2,1
ce7928c7,2,1
268f4199,3,1
31a9dbe9,2,1
5c9b1e27,2,1
ff5df860,3,1
2358062b,2,1
d7c5f1bd,2,1
1ae83798,2,1
419f0c7d,2,1
6c0f1cb8,2,1
ac26f913,2,1
ac53759f,10,1
e05eaa2b,4,1
e7bc4f5d,2,2
ebaba791,4,1
253283fc,2,1
605e8a1c,3,1
0ef66912,3,1
1e9b6c9b,2,1
3e835519,2,3
48239dfd,2,1
4898b193,3,1
7f023ce5,2,1
ce38a652,2,2
dad90e73,3,1
ea4a9e6d,2,1
ee41c786,2,1
0454a768,4,2
35e1ca64,2,1
ed098e2a,2,2
0520566f,2,2
978dab2e,2,5
b29a80c7,2,2
e280e6f4,3,1
2c724f06,2,1
801290de,2,1
266411c5,2,2
e587cc3b,2,1
3d993408,2,1
d28073c8,2,5
940c3c9c,2,2
38882d03,2,1
06d7147d,2,1
f7393f54,2,1
5eef12d9,2,1
8c1913b2,3,1
2e06b176,2,2
713adb7e,2,1
fe45137f,2,1
0835d81c,4,1
135da136,2,1
b37c2d7c,2,1
ce2c4174,3,1
99d37358,2,1
64ed6c2b,2,2
32fc562c,2,1
c84f539d,2,1
20bd1182,2,2
29440158,2,1
3df5d991,2,1
85d51962,4,1
2b7786ff,3,1
06d83765,4,2
4fb35a18,2,5
60ba79e9,2,2
a307dbd1,4,1
d2f5717c,2,1
83ee5330,2,1
d1ab1cdc,2,1
3749eb22,2,1
0bb28612,4,1
0bbca25e,2,1
20559c22,2,1
235622a1,2,1
2d7f8a47,2,1
2fa97c49,2,1
33168dad,2,1
391c9a62,2,1
44d70ba0,4,1
46642110,2,1
4f1051d0,2,1
59717769,2,1
6fe51cb8,2,1
82ecd970,2,1
8385125e,2,1
8c929487,2,2
a959404b,2,1
b086721c,3,1
b9a326a9,2,1
e2b7e4e7,3,1
e4bf4801,4,1
ef2c094b,2,1
7984f9fe,2,3
2488d05b,2,1
3f9b2ed3,2,1
36f9fd8f,2,1
7e4583d7,3,1
67bf106d,2,3
d6ce9dca,2,3
38bb259f,2,1
61a096f3,3,1
84747cb1,2,1
9aa9473c,3,1
a9850c50,2,1
ac932974,7,1
f440f294,2,1
f98edc87,3,1
fe9b3437,2,1
28d232a3,2,2
322fe702,2,1
60094fd8,2,2
355e3a38,2,1
3ff52deb,2,1
12139a09,2,1
4758ac69,6,1
511005e4,3,1
e3af383a,2,1
0aa8714b,2,1
a497f3b6,2,4
3a42e118,2,2
3ef6732b,2,2
bcbcdabd,2,1
e9bd20a1,2,1
0da32066,2,1
0424d3ee,2,3
0e2eced8,2,12
47b0436f,3,1
535c36c8,2,2
b905581b,2,2
c1a549e7,2,23
e6f4712e,2,1
0429d6a8,2,1
50afecac,3,2
64cc8bc8,2,2
f1a321d1,2,2
0041e3de,3,2
0caa905f,2,1
70b4c492,2,1
e0eeee12,2,2
2c751f96,3,1
3deeaac7,2,2
4a55bc83,2,1
76da64d7,3,1
89cc3d8e,2,1
b064709d,2,1
bc6307d5,2,1
eda66bf9,2,2
ef7a6493,2,1
f615cdb4,2,1
fa3f3914,3,1
5a863566,2,2
a07d1188,2,2
a26b82ff,2,1
b429d6b2,2,6
e3b7d065,2,1
557808e9,2,1
ce3ec319,2,2
d9f658ee,2,1
b2f48ce4,2,1
f2c59324,3,1
611b4d09,2,18
f2323454,3,1
09024c50,3,1
0cc69d8f,2,1
6b5e3cfa,2,9
7f8d9817,2,1
8ab7cc9f,2,1
c06b44aa,2,1
f93d8b77,2,1
57a99e0f,2,1
fd89425f,2,1
246e7184,2,1
2af80d69,2,1
2ef57daf,8,1
32b1fb37,4,8
3cbe5219,4,1
75fa5fd2,6,1
81c2ccb6,9,1
a21c36e6,2,1
b657b148,2,1
c94b7995,2,1
d56ad846,7,1
d6729327,2,1
db33a357,4,1
de59a88c,3,1
e8f1a0e7,2,1
f50acd28,2,1
f8d49e86,6,1
3cd444e7,2,1
41957c88,2,6
a1f37417,2,1
c4b48937,3,1
e4c4d08b,2,2
f047143e,2,1
17881cbb,2,1
9df91e07,2,1
0440c03c,2,1
16502b83,2,1
448b6a1c,2,1
49ae1730,2,1
52620969,3,1
5477d545,5,1
5901058a,2,1
5ad30d00,2,1
5b2eb986,3,1
6e2d297e,2,1
7ea188e0,4,1
836feaa2,2,1
9abf727f,2,1
a521d469,2,1
b13d0f87,2,1
bb3a3ae8,3,1
cc87df91,8,1
cf2589ba,2,1
d51d2bf5,5,1
d5444884,2,1
ed1ed5d5,3,1
f081ede2,4,1
f0f57722,2,1
fd07da35,4,1
03bee246,2,1
09cb5944,2,1
185e46ef,3,1
4edfa554,2,1
661c097e,2,1
6ae6da95,2,1
6b838def,2,1
8c6860c0,2,1
963311bf,2,1
c0d7fda2,5,1
c4be9eaa,2,1
cb345e13,3,1
179537c2,2,14
56f4448f,2,1
10f07bb1,2,3
d96f52cb,2,1
0fba61ba,2,1
dc05257e,2,1
3f49fdae,2,1
ab51a186,2,1
dcc29a3b,2,1
37c5b135,2,1
890d2d68,2,3
2d40e4d7,2,2
d11e878e,2,1
04a9a7cc,2,1
65476c74,2,1
6d4236f9,4,3
22dfd21b,2,1
350567f5,2,1
f1602c9f,2,1
fbc8131b,2,1
6c0c2103,2,1
ef5c41f1,5,1
706db74f,2,1
97bff54c,2,1
2f948758,2,1
bc488dae,2,1
ec156cb2,2,4
459bc61c,2,3
701a8f77,2,2
001d808a,5,1
012fd9f0,2,1
0140e4f7,2,1
05a95788,2,1
06479bd1,4,1
06707f8e,2,1
069a9b99,5,1
0754e952,2,1
07cd45d4,2,1
0a3d3007,3,1
0aebd348,3,1
0b07779e,2,1
0b86c4e5,2,1
0c2b3c01,2,1
0d1217b2,2,1
0f9544ab,2,1
130b41bb,3,1
13e41d08,4,1
144afae4,3,1
16c0754d,2,1
1b353714,2,1
1e9f4058,2,1
1f6a8a50,3,1
200fa17a,2,1
24d14c31,2,1
26523885,3,1
2b20bbcc,2,2
2d5d6295,2,1
3093a946,2,4
30dcd66c,3,1
310fd14a,3,1
315ee6dd,2,1
32a6d8fa,2,1
33322e3f,3,4
3574c196,2,1
377a22c4,2,1
3c557022,2,1
3c6225dc,4,1
3ff65ba3,3,1
403757d2,2,1
40b97fd9,2,1
4cf237cf,4,1
4ed44c3c,2,1
50a3f256,2,2
520a8ce8,3,1
55a49938,4,1
55ec6480,2,1
57c6d339,2,1
5a97f125,3,1
5da363c7,3,1
5faf18a0,2,1
617d59e8,4,1
637db9c8,2,1
64e17c6c,2,1
671212fd,3,1
70a809a6,2,1
75c6312a,2,1
762fbbf0,2,1
76e5761e,2,2
78d34d2e,2,1
7d7a6890,2,1
7ee822ae,2,2
7f85b4db,2,1
7fb13acd,2,1
8007ad56,2,1
81cd8815,2,1
852539a8,4,1
87f27820,2,1
8912a49c,2,1
89969c10,3,1
8a31447a,2,1
8d58524b,6,1
947b8ed3,2,1
9552865d,2,1
9bb62ff5,7,1
9c110dd0,2,1
a19c09d2,3,1
a3659c08,2,1
a389830d,2,1
a9d2e1ff,2,1
ab9fd7ef,2,1
ae21c9c5,2,1
af20ca70,2,1
b130548f,3,2
b2311b6e,4,1
b26462e0,2,1
b6e84f9c,2,1
bab0f5d7,4,1
bae93981,2,1
bbd11943,4,1
c453b808,2,1
c649bb47,3,1
c680e978,2,1
ca5c583f,2,1
cd1fec17,2,1
cdf33232,2,1
d3a0fef6,3,1
d5dfe2f4,2,3
d61ce775,2,1
d8c8a050,2,2
d9321bab,2,2
dc2a8ab1,3,1
dce79f02,2,1
dd934a25,3,1
ddac2b7d,4,1
dfd96663,2,1
e0c39462,2,5
e15449c9,2,1
e257f34d,2,1
e3acf020,2,1
e3fb94df,2,1
e49c97c1,4,1
e4b08682,3,1
e8450609,3,1
ea1a99c0,2,1
ecbfb7b0,2,1
ed8659e4,2,1
edc8f100,2,1
ee8b5dfe,2,2
f0300c07,2,1
f21b659e,2,1
f301b56a,3,1
f88ea07b,2,1
fb87e32a,2,1
fe8e4cbd,4,1
e8816d60,2,1
26f44c6d,2,1
4a625e00,2,1
6459f2c0,4,1
760a4e05,2,1
ea1fc3c8,2,1
ff6cab06,2,2
5ae082d7,3,1
77f88600,2,1
788f9579,2,1
cfcfcfcb,2,5
dce7da10,2,1
b2420df0,2,1
fc7059b6,2,4
b12dff20,2,3
b60cdc15,2,2
c7bd7a00,3,3
1b43bf56,2,1
c3192401,2,1
deeb813d,2,1
318fd37d,2,1
357ef6e5,2,1
af9db1e7,2,2
d7c4192a,2,1
0009be5d,2,1
3675ca3c,2,2
5096d55c,2,1
c2c2de52,2,1
e2e9e41c,2,1
76d0ef3c,2,1
36ee6bc5,2,1
e64963ae,2,1
03e41b23,2,2
0db9a39f,2,1
1422e8f9,5,1
16761e2a,3,1
1f4af5fe,2,2
297a2966,2,1
2ad6d354,2,2
2e175bd2,3,1
308bdacc,2,3
377ad0c3,2,2
39b8e040,2,1
40b3f2e5,2,1
4821ac1f,2,1
4adccdf5,2,1
4ce2514b,2,1
52f0bce2,2,1
55100af1,3,1
57028cae,2,1
5fc799f6,2,1
6053d885,2,1
63255646,2,1
65dbbedb,2,1
67605384,2,1
6c0a5cd7,2,1
6f76b1ae,2,1
725743a0,2,1
748cf7c9,2,1
77ad9f71,2,1
7a1ef619,2,2
7a656aaf,2,1
7ca3142d,2,1
851dd297,2,1
9004ab64,2,1
a2e54a51,3,2
a3b79b18,2,1
a74a76d9,2,1
a8657d54,2,1
b17023b6,2,1
b6b0f650,2,1
b827cc3d,2,1
bac5bf6a,3,2
c0e8063c,2,4
c0ef2c2a,2,1
c229c6ba,2,1
c303ca36,3,1
c3ef1819,4,1
c70a3978,2,1
d24b478c,2,1
d54d5721,3,1
d7e9299d,2,1
db9edd3c,2,1
e038c757,2,1
e3882b79,2,1
f3dc694a,2,2
f3ec0434,3,1
f693c443,2,1
fbddd3b2,2,5
fc132669,2,1
fe768f68,2,1
ff524cc6,3,1
f847717c,4,1
ee6e15d2,2,3
5728cd49,2,1
029a5a8a,2,2
73f14c9d,2,1
03e5124f,3,1
36bd2957,2,11
55349a45,2,1
7d0a34ef,2,4
9c173550,2,1
bce93442,3,1
0c71ee35,2,1
1915e458,2,3
a2f2fbc8,2,1
ac48ddfb,3,1
00e26cf2,2,1
2aa9834d,2,2
b26844fb,3,1
b5015560,2,1
a49f2ea6,2,1
31989720,2,2
3f988695,2,15
4b8df2d1,2,1
09a7e51b,2,1
82daf825,2,1
5a755df2,2,1
0237d3c3,2,1
050eb791,3,1
087560ee,2,1
08c24f05,2,1
0a197466,2,1
11aa925a,2,1
1482bc40,3,2
148d2d7e,4,1
1b25214f,2,1
1dc42da8,2,1
2a914f09,2,1
2cea341b,3,1
349251ff,2,1
36be8ff2,2,1
3d0d59c2,3,1
41fa9a4a,2,1
4dd90dc5,2,1
55165260,5,1
57d7367b,2,1
5fb2e486,3,1
621d2702,3,1
64750d1d,2,1
67685e1b,2,1
6c4a0f01,2,1
7000edd2,2,1
7295bb17,2,1
74027a4e,4,1
80f225f0,2,1
853a579b,2,1
9acd5e7b,2,1
afbcd979,3,1
b21b40e4,2,1
b609edd0,2,1
b8f3a455,3,1
b8fd4e3d,2,1
c1a39c9c,2,1
c51e223f,2,1
c89ca72a,2,1
cc8e8664,2,1
ce76caed,3,1
cfd18673,2,1
d32d452e,2,1
d43ab245,2,1
edb81644,5,1
f17f74f8,3,1
f1a27df8,3,1
f91f9779,2,1
30f8487b,3,1
33873c26,2,1
bdcaa418,2,1
32e6bd65,2,22
3964a7bd,2,1
8efce410,2,1
b87f7385,2,1
b94e9b4d,2,1
bf6e2b54,2,9
c65962c8,3,1
d58679c3,2,2
eae6e903,3,1
0ee94413,2,9
372a4b75,2,1
4248fa86,3,1
9ca64029,2,1
3f0c6247,2,1
895cb344,2,1
b48924d3,2,1
ebaf9e55,2,1
31ce8e40,2,1
a6d20210,2,12
34b048ae,2,1
80905be7,2,1
8cee603f,3,1
937f6b4e,2,1
a80bb4a8,2,1
c4d194f9,3,1
19b14f60,4,1
ebe9891e,2,1
2a523dc0,3,1
8cb3afda,2,1
9566a3e9,4,1
389beff8,2,1
25ffb185,2,1
2cceb058,8,1
3238933f,3,1
3c73f510,2,2
463edeee,2,1
4bf974f5,5,1
8edeceef,2,1
ba9b0486,2,1
03a933cd,2,1
f18e104f,2,1
2a101855,2,1
cada22f3,3,1
591bfb43,2,1
d1007f34,2,1
1b870e27,2,1
3c6c5462,2,1
24f18182,3,1
45de1dee,2,15
4bc69df6,2,1
5ac64452,2,9
72fd7491,2,1
c8df478e,2,1
d42b0965,2,1
126d611b,2,1
8eabba3c,2,1
480c6f5b,2,2
49773a8a,2,1
70c6a923,2,1
a2e5e811,2,1
3418497a,2,1
878953d8,2,1
97838a3b,2,1
43099ba7,2,1
86a37ca0,2,1
b206d899,2,1
2df13a05,2,1
e3c8a343,2,1
4aa01979,2,1
e4c28d0c,2,2
d891e7f1,2,3
23412587,2,1
adb21edb,2,2
288d6db9,2,1
2ffb09f5,2,20
3871862c,2,1
42ea5a4a,2,7
43731018,2,1
96620b3c,2,6
121678eb,2,2
38428c6c,2,1
618501f0,2,1
a3cb4ee2,3,1
ec9c2e0a,3,1
326c54fe,2,1
4338954c,2,1
bf89f48c,2,4
dd1aac66,2,1
9ee289f1,2,1
e6394932,3,1
18fd1d85,3,1
1956c223,2,1
380cf77e,2,1
ca05930e,3,2
29e3a796,2,12
98f10685,2,1
c0cb4952,2,2
349e53ac,2,2
3ef2474e,2,1
fb8dc730,2,1
2a4d9d73,2,1
f26e431e,2,1
5daea748,3,1
266ca854,2,1
272e31fa,2,1
83e808d6,2,2
c9d2e5d2,2,4
b3c23f19,3,1
f38012c8,2,1
44282224,3,1
ff726730,2,6
4acfeae3,2,1
66a27541,2,1
415ba32d,2,1
539e4dd4,2,1
5c52182c,2,1
060f3acd,2,2
12309be2,2,1
2edaebaa,2,1
2a4ced14,2,1
47f38843,2,1
91c170dd,2,1
adfc696e,2,1
c56479f2,2,1
f6b20aee,3,1
54259b0b,3,2
5dc8f958,2,1
34e3c8d0,2,1
5eaf354d,2,3
c0f59a70,2,3
fe4d65ed,2,2
0a398164,3,1
6371e731,3,2
b1b1f8d5,2,7
651db778,2,1
5ac3970a,2,1
66a4c01e,2,1
c1b443f0,2,1
025e9d07,2,1
9fff8939,2,7
a103dc0c,2,1
c24e1a5f,2,1
