106176,891,rails/rails,15,9
106936,194,codeforamerica/adopt-a-hydrant,5,5
106972,377,saberma/shopqi,1,1
107042,1138,rubinius/rubinius,2,1
107047,891,rails/rails,15,9
107086,377,saberma/shopqi,1,1
107766,326,engineyard/engineyard,4,4
107771,326,engineyard/engineyard,4,4
107831,326,engineyard/engineyard,4,4
107859,326,engineyard/engineyard,4,4
108786,891,rails/rails,15,6
109049,112,ruby-amqp/amqp,10,1
109059,287,sstephenson/sprockets,9,2
109081,287,sstephenson/sprockets,9,2
109103,112,ruby-amqp/amqp,10,2
109120,287,sstephenson/sprockets,9,2
109141,287,sstephenson/sprockets,9,2
109206,891,rails/rails,15,6
109236,287,sstephenson/sprockets,9,2
109259,287,sstephenson/sprockets,9,2
109280,287,sstephenson/sprockets,9,2
109296,287,sstephenson/sprockets,9,2
109356,891,rails/rails,15,4
109423,112,ruby-amqp/amqp,10,2
109440,1138,rubinius/rubinius,2,1
109445,891,rails/rails,15,4
109460,194,codeforamerica/adopt-a-hydrant,5,5
109537,112,ruby-amqp/amqp,10,1
109745,497,weppos/whois,5,5
109764,891,rails/rails,15,4
109947,1138,rubinius/rubinius,2,1
110003,891,rails/rails,15,6
110111,891,rails/rails,15,2
110139,891,rails/rails,15,3
110528,891,rails/rails,15,6
110557,891,rails/rails,15,1
110616,891,rails/rails,15,3
111032,891,rails/rails,15,1
111743,1277,padrino/padrino-framework,8,8
111835,1889,matschaffer/knife-solo,1,1
111847,28,plataformatec/devise,6,1
111865,1277,padrino/padrino-framework,8,8
111878,28,plataformatec/devise,6,1
111899,1277,padrino/padrino-framework,8,8
111960,1277,padrino/padrino-framework,8,8
112008,1277,padrino/padrino-framework,8,8
112112,94,sferik/multi_xml,7,5
112352,891,rails/rails,15,3
112471,891,rails/rails,15,1
112519,99,intridea/omniauth,6,1
112526,99,intridea/omniauth,6,1
112662,891,rails/rails,15,6
112681,1277,padrino/padrino-framework,8,8
112707,891,rails/rails,15,3
112805,1138,rubinius/rubinius,2,2
112816,1277,padrino/padrino-framework,8,8
112827,1277,padrino/padrino-framework,8,5
112851,1138,rubinius/rubinius,1,1
112911,891,rails/rails,15,6
112959,891,rails/rails,15,1
112988,1277,padrino/padrino-framework,8,8
113085,891,rails/rails,15,1
113137,1200,huerlisi/bookyt,2,2
113166,891,rails/rails,15,3
113182,891,rails/rails,15,6
113198,891,rails/rails,15,4
113214,1277,padrino/padrino-framework,6,1
113227,1277,padrino/padrino-framework,6,1
113372,891,rails/rails,15,6
113539,891,rails/rails,15,6
113555,891,rails/rails,15,1
113563,891,rails/rails,15,1
113718,1507,errbit/errbit,1,1
113767,891,rails/rails,15,6
113820,891,rails/rails,15,1
113871,1507,errbit/errbit,1,1
114172,891,rails/rails,15,6
114318,891,rails/rails,15,4
114359,1200,huerlisi/bookyt,2,2
114369,1277,padrino/padrino-framework,6,1
114402,28,plataformatec/devise,6,1
114409,1277,padrino/padrino-framework,6,1
114416,891,rails/rails,15,4
114496,1200,huerlisi/bookyt,2,2
114518,891,rails/rails,15,6
114547,891,rails/rails,15,6
114569,970,ledermann/unread,12,6
114674,970,ledermann/unread,12,2
114697,970,ledermann/unread,12,2
114759,112,ruby-amqp/amqp,8,2
114846,127,rspec/rspec-rails,10,2
115179,77,rspec/rspec-core,4,1
115302,28,plataformatec/devise,6,1
115316,28,plataformatec/devise,6,1
115667,221,cheezy/page-object,1,1
115694,221,cheezy/page-object,1,1
115755,221,cheezy/page-object,1,1
115783,1138,rubinius/rubinius,2,1
115927,94,sferik/multi_xml,7,5
116796,1138,rubinius/rubinius,2,1
117373,221,cheezy/page-object,1,1
117598,1620,nov/fb_graph,1,1
117660,28,plataformatec/devise,6,1
117678,1620,nov/fb_graph,1,1
117786,1620,nov/fb_graph,1,1
117828,99,intridea/omniauth,6,1
117848,1277,padrino/padrino-framework,6,1
117882,20,myronmarston/vcr,6,1
117980,377,saberma/shopqi,1,1
118113,1620,nov/fb_graph,8,3
118205,221,cheezy/page-object,1,1
118244,221,cheezy/page-object,1,1
118292,221,cheezy/page-object,1,1
118353,1620,nov/fb_graph,6,1
118404,33,guard/guard,3,1
118450,1625,nov/openid_connect,6,2
118466,377,saberma/shopqi,1,1
118678,377,saberma/shopqi,1,1
118705,221,cheezy/page-object,1,1
119107,891,rails/rails,15,2
119124,891,rails/rails,15,3
119302,1138,rubinius/rubinius,2,2
119339,94,sferik/multi_xml,7,5
119400,1138,rubinius/rubinius,2,2
119417,1277,padrino/padrino-framework,6,1
119437,891,rails/rails,15,9
119465,1138,rubinius/rubinius,2,2
119508,127,rspec/rspec-rails,10,2
119554,1138,rubinius/rubinius,2,1
120042,891,rails/rails,15,4
120150,1138,rubinius/rubinius,2,1
120215,1921,tscolari/mobylette,5,5
120216,891,rails/rails,15,5
120374,1620,nov/fb_graph,6,1
120405,1180,assaf/vanity,6,3
120414,389,sstephenson/execjs,7,7
120524,367,mperham/girl_friday,3,1
120603,1180,assaf/vanity,6,4
120665,891,rails/rails,15,5
120707,1138,rubinius/rubinius,2,1
120796,1278,nesquena/rabl,4,3
120973,28,plataformatec/devise,6,1
120980,221,cheezy/page-object,1,1
120996,1278,nesquena/rabl,4,3
121061,377,saberma/shopqi,1,1
121386,1921,tscolari/mobylette,5,5
121415,377,saberma/shopqi,1,1
121452,33,guard/guard,3,3
121507,377,saberma/shopqi,1,1
121541,221,cheezy/page-object,1,1
121627,221,cheezy/page-object,1,1
121651,1019,ctran/annotate_models,1,1
121720,1921,tscolari/mobylette,5,5
121733,1921,tscolari/mobylette,5,5
121759,891,rails/rails,15,9
121786,221,cheezy/page-object,1,1
121807,1921,tscolari/mobylette,5,5
121841,1921,tscolari/mobylette,5,5
121885,1921,tscolari/mobylette,5,5
122139,28,plataformatec/devise,6,1
122175,94,sferik/multi_xml,7,3
122258,221,cheezy/page-object,1,1
122276,1277,padrino/padrino-framework,6,5
122311,1277,padrino/padrino-framework,6,5
122378,1019,ctran/annotate_models,1,1
122399,393,benjaminoakes/maid,3,1
122531,1180,assaf/vanity,6,3
122572,1932,jimweirich/rake,1,1
122624,1277,padrino/padrino-framework,6,5
122772,1277,padrino/padrino-framework,6,5
122800,1277,padrino/padrino-framework,6,5
122977,1277,padrino/padrino-framework,6,5
122995,891,rails/rails,15,10
123198,99,intridea/omniauth,6,1
123205,1138,rubinius/rubinius,2,1
123208,1921,tscolari/mobylette,5,5
123214,1921,tscolari/mobylette,5,5
123225,1620,nov/fb_graph,6,1
123299,1625,nov/openid_connect,5,1
123309,891,rails/rails,15,9
123326,1921,tscolari/mobylette,5,5
123356,1620,nov/fb_graph,6,1
123390,1625,nov/openid_connect,5,1
123439,1625,nov/openid_connect,5,1
123513,1115,thoughtbot/high_voltage,2,2
123727,1625,nov/openid_connect,5,1
123761,1115,thoughtbot/high_voltage,2,2
123952,1507,errbit/errbit,1,1
124021,891,rails/rails,15,9
124095,112,ruby-amqp/amqp,10,10
124157,112,ruby-amqp/amqp,10,10
124185,221,cheezy/page-object,1,1
124191,1277,padrino/padrino-framework,6,6
124261,1277,padrino/padrino-framework,6,6
124275,1507,errbit/errbit,1,1
124317,1277,padrino/padrino-framework,6,6
124324,1341,andreasronge/neo4j,1,1
124350,221,cheezy/page-object,1,1
124398,1341,andreasronge/neo4j,1,1
124418,33,guard/guard,3,3
124431,33,guard/guard,3,3
124444,1277,padrino/padrino-framework,6,6
124446,1341,andreasronge/neo4j,1,1
124451,33,guard/guard,3,3
124462,898,thoughtbot/paperclip,12,2
124485,1277,padrino/padrino-framework,6,6
124500,1277,padrino/padrino-framework,6,6
124578,99,intridea/omniauth,6,1
124585,891,rails/rails,15,10
124596,1277,padrino/padrino-framework,6,6
124630,461,flori/json,9,2
124686,562,davetron5000/gli,1,1
124728,221,cheezy/page-object,1,1
124747,99,intridea/omniauth,6,1
124777,99,intridea/omniauth,6,1
124788,562,davetron5000/gli,1,1
124794,891,rails/rails,15,10
124823,99,intridea/omniauth,6,1
124844,891,rails/rails,15,9
124861,562,davetron5000/gli,1,1
124867,898,thoughtbot/paperclip,12,2
124911,891,rails/rails,15,10
124964,1921,tscolari/mobylette,5,3
124973,1921,tscolari/mobylette,5,1
124981,1277,padrino/padrino-framework,6,6
125017,1277,padrino/padrino-framework,6,6
125087,1277,padrino/padrino-framework,6,6
125112,99,intridea/omniauth,6,1
125128,33,guard/guard,3,3
125144,1277,padrino/padrino-framework,6,6
125207,42,diaspora/diaspora,2,2
125218,42,diaspora/diaspora,1,1
125273,1277,padrino/padrino-framework,6,6
125338,891,rails/rails,15,9
125349,42,diaspora/diaspora,1,1
125355,1277,padrino/padrino-framework,6,6
125371,33,guard/guard,5,1
125426,1277,padrino/padrino-framework,6,6
125433,42,diaspora/diaspora,2,2
125446,42,diaspora/diaspora,1,1
125478,42,diaspora/diaspora,1,1
125519,1277,padrino/padrino-framework,6,6
125541,42,diaspora/diaspora,1,1
125547,33,guard/guard,5,1
125553,42,diaspora/diaspora,2,2
125577,891,rails/rails,15,10
125593,42,diaspora/diaspora,2,2
125631,221,cheezy/page-object,1,1
125634,42,diaspora/diaspora,1,1
125639,221,cheezy/page-object,1,1
125646,33,guard/guard,5,1
125666,1277,padrino/padrino-framework,6,6
125762,1277,padrino/padrino-framework,6,2
125798,1277,padrino/padrino-framework,6,6
125805,1277,padrino/padrino-framework,6,6
125859,891,rails/rails,15,10
125902,1277,padrino/padrino-framework,6,6
125909,891,rails/rails,15,10
125918,1277,padrino/padrino-framework,6,5
125925,891,rails/rails,15,9
126006,891,rails/rails,15,9
126067,1277,padrino/padrino-framework,6,2
126162,42,diaspora/diaspora,2,2
126166,42,diaspora/diaspora,2,2
126175,42,diaspora/diaspora,2,2
126180,42,diaspora/diaspora,2,2
