77371525,1512262,/poise/poise,6,1
77373572,678785,DSpace/DSpace,1,1
77374967,2283504,perfectsense/brightspot-cms,1,1
77375336,678785,DSpace/DSpace,1,1
77379063,2157237,mendhak/gpslogger,1,1
77382841,2178,lardawge/carrierwave_backgrounder,3,3
77383016,2178,lardawge/carrierwave_backgrounder,3,3
77384665,2157237,mendhak/gpslogger,1,1
77390851,1138883,bikeindex/bike_index,1,1
77392120,1122335,OneBusAway/onebusaway-android,1,1
77392325,385879,nutzam/nutz,4,1
77395764,2810149,zeapo/Android-Password-Store,1,1
77396907,1122335,OneBusAway/onebusaway-android,1,1
77397431,1122335,OneBusAway/onebusaway-android,1,1
77399239,2810149,zeapo/Android-Password-Store,1,1
77399523,891,rails/rails,18,2
77400574,1122335,OneBusAway/onebusaway-android,1,1
77401845,1122335,OneBusAway/onebusaway-android,1,1
77401928,1122335,OneBusAway/onebusaway-android,1,1
77408964,2810149,zeapo/Android-Password-Store,1,1
77409299,1341,neo4jrb/neo4j,6,2
77410315,2810149,zeapo/Android-Password-Store,1,1
77412612,9951,orbeon/orbeon-forms,1,1
77414615,231377,opal/opal,11,2
77414658,2283504,perfectsense/brightspot-cms,1,1
77416476,231377,opal/opal,11,2
77417385,9951,orbeon/orbeon-forms,1,1
77424097,2086920,benbalter/word-to-markdown,1,1
77427354,1341,neo4jrb/neo4j,6,2
77430557,75102,lanej/cistern,3,1
77430564,75102,lanej/cistern,3,1
77430578,75102,lanej/cistern,3,1
77432164,242927,expertiza/expertiza,1,1
77433152,242927,expertiza/expertiza,1,1
77434037,242927,expertiza/expertiza,1,1
77436046,242927,expertiza/expertiza,1,1
77437547,2222,rdoc/rdoc,7,4
77438317,385879,nutzam/nutz,4,4
77438666,42,diaspora/diaspora,8,4
77438675,42,diaspora/diaspora,8,1
77443158,7829,adelevie/parse-ruby-client,5,5
77443923,368157,Growstuff/growstuff,2,2
77448350,4231,ruby/ruby,4,2
77448833,4231,ruby/ruby,4,2
77456062,69867,apache/jackrabbit-oak,1,1
77460821,678785,DSpace/DSpace,1,1
77464769,42,diaspora/diaspora,8,2
77469146,42,diaspora/diaspora,8,1
77470597,69867,apache/jackrabbit-oak,1,1
77474211,678785,DSpace/DSpace,1,1
77476704,106737,roidrage/lograge,15,6
77483155,891,rails/rails,18,1
77483628,552978,dropwizard/dropwizard,2,1
77490235,464312,psu-stewardship/scholarsphere,3,1
77494404,69867,apache/jackrabbit-oak,1,1
77497809,2086920,benbalter/word-to-markdown,1,1
77500317,42,diaspora/diaspora,8,4
77501443,10075,jruby/jruby,33,6
77502958,10075,jruby/jruby,33,2
77503328,92,plataformatec/simple_form,24,6
77504004,69867,apache/jackrabbit-oak,1,1
77507415,92,plataformatec/simple_form,30,4
77510269,54335,spree-contrib/spree_i18n,4,4
77511143,242927,expertiza/expertiza,1,1
77513981,242927,expertiza/expertiza,1,1
77514966,2458020,xtreemfs/xtreemfs,3,3
77516415,2734,heroku/heroku,4,4
77517607,54335,spree-contrib/spree_i18n,4,4
77521653,242927,expertiza/expertiza,1,1
77522217,54335,spree-contrib/spree_i18n,3,3
77522857,242927,expertiza/expertiza,1,1
77524982,317988,foursquare/twofishes,1,1
77534993,317988,foursquare/twofishes,1,1
77537527,234484,SonarSource/sonarqube,12,1
77537600,464312,psu-stewardship/scholarsphere,3,1
77537964,317988,foursquare/twofishes,1,1
77539971,234484,SonarSource/sonarqube,12,2
77542230,242927,expertiza/expertiza,1,1
77549143,242927,expertiza/expertiza,1,1
77550834,242927,expertiza/expertiza,1,1
77552297,317988,foursquare/twofishes,1,1
77554005,317988,foursquare/twofishes,1,1
77555049,317988,foursquare/twofishes,1,1
77555240,317988,foursquare/twofishes,1,1
77556345,19450,twilio/twilio-java,1,1
77557436,9951,orbeon/orbeon-forms,1,1
77561808,9951,orbeon/orbeon-forms,1,1
77563176,42,diaspora/diaspora,8,2
77563235,42,diaspora/diaspora,8,4
77563742,891,rails/rails,18,3
77570606,242927,expertiza/expertiza,1,1
77579776,242927,expertiza/expertiza,1,1
77583571,42,diaspora/diaspora,8,1
77585581,891,rails/rails,18,2
77588310,495578,jmettraux/rufus-scheduler,5,5
77590864,495578,jmettraux/rufus-scheduler,5,5
77592026,514696,loomio/loomio,1,1
77595497,495578,jmettraux/rufus-scheduler,5,5
77597633,1799981,JakeWharton/u2020,1,1
77598987,9951,orbeon/orbeon-forms,1,1
77600569,2869454,connectbot/connectbot,1,1
77601674,2810149,zeapo/Android-Password-Store,1,1
77602328,2013785,jcabi/jcabi-http,2,2
77602710,42,diaspora/diaspora,8,3
77605507,2423811,zendesk/samson,5,3
77605638,4065201,grpc/grpc-java,1,1
77608118,1525125,azkaban/azkaban,1,1
77608361,495578,jmettraux/rufus-scheduler,5,5
77611731,242927,expertiza/expertiza,1,1
77614395,242927,expertiza/expertiza,1,1
77624760,1799981,JakeWharton/u2020,1,1
77625822,459422,boxen/puppet-boxen,2,2
77629431,891,rails/rails,18,1
77645140,1889,matschaffer/knife-solo,6,3
77645540,1841328,whichdigital/active-rest-client,4,1
77645806,1889,matschaffer/knife-solo,6,3
77649218,1889,matschaffer/knife-solo,6,3
77657112,10075,jruby/jruby,33,2
77657543,10075,jruby/jruby,33,2
77662629,495578,jmettraux/rufus-scheduler,5,5
77663220,10075,jruby/jruby,33,2
77663966,822941,projecthydra/sufia,2,2
77668463,678785,DSpace/DSpace,1,1
77669035,12709,Graylog2/graylog2-server,2,2
77670445,1027643,ivaldi/brimir,9,7
77670697,10075,jruby/jruby,33,2
77670755,1027643,ivaldi/brimir,9,8
77671003,495578,jmettraux/rufus-scheduler,5,5
77674209,69867,apache/jackrabbit-oak,1,1
77677492,12709,Graylog2/graylog2-server,2,2
77678581,10075,jruby/jruby,33,2
77684819,28,plataformatec/devise,38,13
77685604,42,diaspora/diaspora,8,1
77701648,234484,SonarSource/sonarqube,12,1
77703282,234484,SonarSource/sonarqube,12,1
77705483,234484,SonarSource/sonarqube,12,1
77712857,242927,expertiza/expertiza,1,1
77716177,678785,DSpace/DSpace,1,1
77723941,503448,rpush/rpush,21,3
77731371,242927,expertiza/expertiza,1,1
77733500,13333,schneems/wicked,20,1
77733720,503448,rpush/rpush,21,3
77734378,242927,expertiza/expertiza,1,1
77735518,242927,expertiza/expertiza,1,1
77735834,9172,mceachen/closure_tree,45,36
77736415,678785,DSpace/DSpace,1,1
77737463,847263,Mashape/unirest-java,4,1
77738679,13333,schneems/wicked,25,1
77739376,42,diaspora/diaspora,8,1
77742325,242927,expertiza/expertiza,1,1
77742350,475806,MarkUsProject/Markus,1,1
77743078,847263,Mashape/unirest-java,4,2
77745085,242927,expertiza/expertiza,1,1
77745726,242927,expertiza/expertiza,1,1
77746662,242927,expertiza/expertiza,1,1
77749993,2619959,jamesagnew/hapi-fhir,1,1
77750941,242927,expertiza/expertiza,1,1
77751386,242927,expertiza/expertiza,1,1
77751593,242927,expertiza/expertiza,1,1
77752583,242927,expertiza/expertiza,1,1
77754204,495578,jmettraux/rufus-scheduler,5,5
77754254,242927,expertiza/expertiza,1,1
77754819,10075,jruby/jruby,33,2
77760941,242927,expertiza/expertiza,1,1
77768198,2361,sass/sass,21,9
77769104,10075,jruby/jruby,33,2
77777592,29853,asakusarb/action_args,18,17
77778101,29853,asakusarb/action_args,18,8
77791047,1129997,ruby-concurrency/concurrent-ruby,10,2
77797394,10075,jruby/jruby,33,2
77797669,10075,jruby/jruby,33,3
77805557,2090551,jMonkeyEngine/jmonkeyengine,1,1
77807608,1959898,querydsl/querydsl,1,1
77807610,1959898,querydsl/querydsl,1,1
77807642,1959898,querydsl/querydsl,1,1
77807644,1959898,querydsl/querydsl,1,1
77808123,1959898,querydsl/querydsl,2,2
77808174,1959898,querydsl/querydsl,2,2
77808958,278779,griffon/griffon,1,1
77825574,4315392,orientation/orientation,3,3
77827068,4315392,orientation/orientation,3,3
77833655,42,diaspora/diaspora,8,2
77838925,42,diaspora/diaspora,8,1
77841869,4315392,orientation/orientation,3,3
77841938,4315392,orientation/orientation,3,3
77842348,4315392,orientation/orientation,3,3
77842569,4315392,orientation/orientation,3,3
77847337,42,diaspora/diaspora,8,1
