"x"
"rails/rails"
"codeforamerica/adopt-a-hydrant"
"saberma/shopqi"
"rubinius/rubinius"
"engineyard/engineyard"
"ruby-amqp/amqp"
"sstephenson/sprockets"
"sferik/sign-in-with-twitter"
"weppos/whois"
"mongoid-rspec/mongoid-rspec"
"padrino/padrino-framework"
"matschaffer/knife-solo"
"plataformatec/devise"
"sferik/multi_xml"
"intridea/omniauth"
"huerlisi/bookyt"
"hotsh/rstat.us"
"concerto/concerto"
"errbit/errbit"
"guard/guard"
"ledermann/unread"
"rspec/rspec-rails"
"rspec/rspec-core"
"cheezy/page-object"
"sferik/rails_admin"
"nov/fb_graph"
"myronmarston/vcr"
"nov/openid_connect"
"tdiary/tdiary-core"
"tscolari/mobylette"
"assaf/vanity"
"sstephenson/execjs"
"mperham/girl_friday"
"nesquena/rabl"
"ctran/annotate_models"
"benjaminoakes/maid"
"jimweirich/rake"
"thoughtbot/high_voltage"
"neo4jrb/neo4j"
"thoughtbot/paperclip"
"flori/json"
"davetron5000/gli"
"diaspora/diaspora"
"codebrew/backbone-rails"
"jarib/childprocess"
"test-unit/test-unit"
"thoughtbot/kumade"
"radiant/radiant"
"innoq/iqvoc"
"Shopify/liquid"
"Locale/localeapp"
"thoughtbot/factory_girl"
"hacketyhack/hackety-hack.com"
"mperham/dalli"
"Casecommons/pg_search"
"karmi/retire"
"ryanb/letter_opener"
"premailer/premailer"
"lwe/simple_enum"
"thoughtbot/flutie"
"eventmachine/eventmachine"
"svenfuchs/gem-release"
"collectiveidea/awesome_nested_set"
"htty/htty"
"ari/jobsworth"
"thoughtbot/shoulda-matchers"
"colszowka/simplecov"
"davetron5000/methadone"
"elcuervo/airplay"
"rtomayko/tilt"
"wvanbergen/chunky_png"
"ging/social_stream"
"nov/json-jwt"
"rubygems/rubygems"
"drbrain/net-http-persistent"
"rdoc/rdoc"
"plataformatec/simple_form"
"arsduo/koala"
"langalex/couch_potato"
"mislav/will_paginate"
"rubychan/coderay"
"spree/spree"
"yob/pdf-reader"
"benhoskings/babushka"
"activewarehouse/activewarehouse-etl"
"mbulat/plutus"
"brianmario/mysql2"
"rubyzip/rubyzip"
"pry/pry"
"ci-reporter/ci_reporter"
"jruby/activerecord-jdbc-adapter"
"QueueClassic/queue_classic"
"jruby/warbler"
"jruby/jruby-rack"
"activeadmin/activeadmin"
"justinfrench/formtastic"
"mbleigh/acts-as-taggable-on"
"codeforamerica/follow-all"
"pengwynn/faraday_middleware"
"fatfreecrm/fat_free_crm"
"rspec/rspec-expectations"
"cgriego/active_attr"
"activerecord-hackery/squeel"
"dkubb/veritas"
"adelevie/parse_resource"
"camping/camping"
"drapergem/draper"
"sass/sass"
"excon/excon"
"judofyr/temple"
"jlong/serve"
"guard/guard-spork"
"grosser/fast_gettext"
"rspec/rspec-mocks"
"heroku/heroku"
"solnic/virtus"
"nahi/httpclient"
"SchemaPlus/schema_plus"
"RolifyCommunity/rolify"
"podio/podio-rb"
"activerecord-hackery/ransack"
"intridea/hashie"
"mkdynamic/omniauth-facebook"
"paulasmuth/fnordmetric"
"maxdemarzi/neography"
"locomotivecms/engine"
"fluent/fluent-logger-ruby"
"mongoid/origin"
"sparklemotion/sqlite3-ruby"
"peter-murach/github"
"railsware/js-routes"
"jsmestad/pivotal-tracker"
"thibaudgg/video_info"
"troessner/transitions"
"lardawge/carrierwave_backgrounder"
"teampoltergeist/poltergeist"
"beerlington/classy_enum"
"gedankenstuecke/snpr"
"apneadiving/Google-Maps-for-Rails"
"typus/typus"
"rubycas/rubycas-client"
"thoughtbot/suspenders"
"jnicklas/turnip"
