351695,711,tdiary/tdiary-core,15,8
351722,2992,peter-murach/github,3,3
351983,42,diaspora/diaspora,12,12
352008,42,diaspora/diaspora,12,12
352043,891,rails/rails,15,9
352076,2222,rdoc/rdoc,4,4
352254,3323,travis-ci/travis-core,2,1
352271,1202,ari/jobsworth,1,1
352309,2286,spree/spree,4,4
352320,377,saberma/shopqi,2,2
352323,2286,spree/spree,4,4
352346,2222,rdoc/rdoc,4,4
352387,377,saberma/shopqi,2,1
352465,2286,spree/spree,4,4
352560,2286,spree/spree,4,4
352598,377,saberma/shopqi,7,4
352712,367,mperham/girl_friday,3,2
352727,377,saberma/shopqi,7,4
352739,2286,spree/spree,4,4
352761,4297,randym/axlsx,1,1
352784,4297,randym/axlsx,1,1
352793,4297,randym/axlsx,2,2
352858,4297,randym/axlsx,2,2
352882,4297,randym/axlsx,2,2
352894,4297,randym/axlsx,2,2
352898,4297,randym/axlsx,2,2
352925,4297,randym/axlsx,2,2
352940,891,rails/rails,15,9
353012,891,rails/rails,15,9
353122,4297,randym/axlsx,2,2
353137,1140,sferik/rails_admin,15,15
353182,1140,sferik/rails_admin,15,15
353253,377,saberma/shopqi,7,6
353279,1140,sferik/rails_admin,15,10
353386,891,rails/rails,15,9
353452,4297,randym/axlsx,2,2
353462,4297,randym/axlsx,2,1
353484,4297,randym/axlsx,2,1
353499,4297,randym/axlsx,2,1
353509,4297,randym/axlsx,2,1
353522,711,tdiary/tdiary-core,15,7
353557,4297,randym/axlsx,2,1
353584,4297,randym/axlsx,2,1
353603,4297,randym/axlsx,2,1
353607,4297,randym/axlsx,2,1
353624,4297,randym/axlsx,2,1
353647,891,rails/rails,15,9
353763,1202,ari/jobsworth,1,1
353796,1140,sferik/rails_admin,15,9
353825,359,karmi/tire,3,2
354242,2349,jruby/activerecord-jdbc-adapter,1,1
354268,1140,sferik/rails_admin,15,15
354333,2349,jruby/activerecord-jdbc-adapter,1,1
354393,2460,fatfreecrm/fat_free_crm,1,1
354421,2349,jruby/activerecord-jdbc-adapter,1,1
354433,1140,sferik/rails_admin,15,1
354579,4231,ruby/ruby,1,1
354596,4231,ruby/ruby,1,1
354649,4231,ruby/ruby,1,1
